date,close
2022-12-16,
2022-12-19,
2022-12-20,
2022-12-21,
2022-12-22,
2022-12-23,
2022-12-26,
2022-12-27,
2022-12-28,
2022-12-29,
2022-12-30,
2023-01-03,
2023-01-04,
2023-01-05,
2023-01-06,
2023-01-09,
2023-01-10,
2023-01-11,
2023-01-12,
2023-01-13,
2023-01-16,
2023-01-17,
2023-01-18,
2023-01-19,
2023-01-20,
2023-01-30,
2023-01-31,
2023-02-01,
2023-02-02,
2023-02-03,
2023-02-06,
2023-02-07,
2023-02-08,
2023-02-09,
2023-02-10,
2023-02-13,
2023-02-14,
2023-02-15,
2023-02-16,
2023-02-17,
2023-02-20,
2023-02-21,
2023-02-22,
2023-02-23,
2023-02-24,
2023-02-27,
2023-02-28,
2023-03-01,
2023-03-02,
2023-03-03,
2023-03-06,
2023-03-07,
2023-03-08,
2023-03-09,
2023-03-10,
2023-03-13,
2023-03-14,
2023-03-15,
2023-03-16,
2023-03-17,
2023-03-20,
2023-03-21,
2023-03-22,
2023-03-23,
2023-03-24,
2023-03-27,
2023-03-28,
2023-03-29,
2023-03-30,
2023-03-31,
2023-04-03,
2023-04-04,
2023-04-06,
2023-04-07,
2023-04-10,
2023-04-11,
2023-04-12,
2023-04-13,
2023-04-14,
2023-04-17,
2023-04-18,
2023-04-19,
2023-04-20,
2023-04-21,
2023-04-24,
2023-04-25,
2023-04-26,
2023-04-27,
2023-04-28,
2023-05-04,
2023-05-05,
2023-05-08,
2023-05-09,
2023-05-10,
2023-05-11,
2023-05-12,
2023-05-15,
2023-05-16,
2023-05-17,
2023-05-18,
2023-05-19,
2023-05-22,
2023-05-23,
2023-05-24,
2023-05-25,
2023-05-26,
2023-05-29,
2023-05-30,
2023-05-31,
2023-06-01,
2023-06-02,
2023-06-05,
2023-06-06,
2023-06-07,
2023-06-08,
2023-06-09,
2023-06-12,
2023-06-13,97.114
2023-06-14,97.421
2023-06-15,96.95
2023-06-16,96.449
2023-06-19,96.46
2023-06-20,96.46
2023-06-21,96.778
2023-06-26,96.875
2023-06-27,96.844
2023-06-28,96.871
2023-06-29,96.96
2023-06-30,97.301
2023-07-03,97.282
2023-07-04,97.266
2023-07-05,97.352
2023-07-06,97.347
2023-07-07,97.36
2023-07-10,97.402
2023-07-11,97.488
2023-07-12,97.539
2023-07-13,97.546
2023-07-14,97.478
2023-07-17,97.556
2023-07-18,97.723
2023-07-19,97.779
2023-07-20,97.87
2023-07-21,98.063
2023-07-24,98.186
2023-07-25,97.736
2023-07-26,97.672
2023-07-27,97.92
2023-07-28,97.768
2023-07-31,97.624
2023-08-01,97.715
2023-08-02,97.839
2023-08-03,97.93
2023-08-04,98.041
2023-08-07,98.132
2023-08-08,98.14
2023-08-09,98.153
2023-08-10,98.1
2023-08-11,98.18
2023-08-14,98.411
2023-08-15,99.134
2023-08-16,99.326
2023-08-17,99.211
2023-08-18,99.405
2023-08-21,100.215
2023-08-22,100.094
2023-08-23,100.132
2023-08-24,100.258
2023-08-25,100.069
2023-08-28,99.954
2023-08-29,99.75
2023-08-30,99.799
2023-08-31,99.896
2023-09-01,99.573
2023-09-04,98.773
2023-09-05,98.798
2023-09-06,98.373
2023-09-07,97.988
2023-09-08,98.237
2023-09-11,98.163
2023-09-12,98.355
2023-09-13,98.478
2023-09-14,98.921
2023-09-15,98.574
2023-09-18,98.194
2023-09-19,98.283
2023-09-20,98.15
2023-09-21,98.436
2023-09-22,98.169
2023-09-25,97.775
2023-09-26,97.821
2023-09-27,97.862
2023-09-28,98.381
2023-10-09,98.288
2023-10-10,98.191
2023-10-11,97.965
2023-10-12,98.006
2023-10-13,98.213
2023-10-16,98.285
2023-10-17,98.181
2023-10-18,98.092
2023-10-19,97.764
2023-10-20,97.985
2023-10-23,98.228
2023-10-24,98.057
2023-10-25,98.065
2023-10-26,97.98
2023-10-27,97.894
2023-10-30,97.89
2023-10-31,98.104
2023-11-01,98.252
2023-11-02,98.527
2023-11-03,98.608
2023-11-06,98.701
2023-11-07,98.651
2023-11-08,98.781
2023-11-09,98.89
2023-11-10,98.963
2023-11-13,99.19
2023-11-14,98.965
2023-11-15,98.88
2023-11-16,99.075
2023-11-17,99.215
2023-11-20,99.216
2023-11-21,99.227
2023-11-22,99.033
2023-11-23,98.754
2023-11-24,98.725
2023-11-27,98.614
2023-11-28,98.835
2023-11-29,98.927
2023-11-30,99.107
2023-12-01,99.145
2023-12-04,99.104
2023-12-05,99.168
2023-12-06,99.245
2023-12-07,99.422
2023-12-08,99.438
2023-12-11,99.685
2023-12-12,99.502
2023-12-13,99.839
2023-12-14,99.738
2023-12-15,100.095
2023-12-18,100.451
2023-12-19,100.463
2023-12-20,100.539
2023-12-21,100.923
2023-12-22,101.371
2023-12-25,101.945
2023-12-26,101.54
2023-12-27,101.471
2023-12-28,101.543
2023-12-29,101.773
2024-01-02,101.601
2024-01-03,101.355
2024-01-04,101.585
2024-01-05,102.07
2024-01-08,102.157
2024-01-09,102.61
2024-01-10,102.638
2024-01-11,102.444
2024-01-12,102.27
2024-01-15,102.409
2024-01-16,102.396
2024-01-17,102.602
2024-01-18,102.675
2024-01-19,102.925
2024-01-22,103.633
2024-01-23,103.728
2024-01-24,103.679
2024-01-25,103.719
2024-01-26,103.818
2024-01-29,103.878
2024-01-30,104.873
2024-01-31,105.775
2024-02-01,105.736
2024-02-02,105.665
2024-02-05,106.729
2024-02-06,106.012
2024-02-07,106.268
2024-02-08,106.051
2024-02-19,106.241
2024-02-20,106.644
2024-02-21,106.746
2024-02-22,106.774
2024-02-23,107.287
2024-02-26,107.712
2024-02-27,108.553
2024-02-28,108.658
2024-02-29,109.765
2024-03-01,108.722
2024-03-04,109.376
2024-03-05,109.317
2024-03-06,110.108
2024-03-07,110.485
2024-03-08,110.4
2024-03-11,109.607
2024-03-12,108.158
2024-03-13,107.918
2024-03-14,107.982
2024-03-15,108.508
2024-03-18,108.856
2024-03-19,110.002
2024-03-20,109.7
2024-03-21,109.557
2024-03-22,109.411
2024-03-25,108.824
2024-03-26,108.88
2024-03-27,109.105
2024-03-28,109.497
2024-03-29,109.629
2024-04-01,109.111
2024-04-02,109.075
2024-04-03,109.596
2024-04-08,109.523
2024-04-09,109.63
2024-04-10,109.327
2024-04-11,108.715
2024-04-12,109.07
2024-04-15,109.134
2024-04-16,109.299
2024-04-17,109.645
2024-04-18,110.112
2024-04-19,110.354
2024-04-22,110.775
2024-04-23,111.344
2024-04-24,110.13
2024-04-25,109.531
2024-04-26,109.065
2024-04-29,107.845
2024-04-30,108.677
2024-05-06,108.439
2024-05-07,108.819
2024-05-08,108.835
2024-05-09,108.491
2024-05-10,107.909
2024-05-13,108.534
2024-05-14,108.684
2024-05-15,108.546
2024-05-16,108.175
2024-05-17,107.915
2024-05-20,108.245
2024-05-21,108.044
2024-05-22,108.237
2024-05-23,108.58
2024-05-24,108.48
2024-05-27,108.482
2024-05-28,108.876
2024-05-29,109.252
2024-05-30,109.501
2024-05-31,108.768
2024-06-03,108.907
2024-06-04,108.936
2024-06-05,109.085
2024-06-06,109.061
2024-06-07,109.237
2024-06-11,109.435
2024-06-12,109.322
2024-06-13,109.591
2024-06-14,109.881
2024-06-17,110.057
2024-06-18,110.476
2024-06-19,110.462
2024-06-20,110.945
2024-06-21,110.393
2024-06-24,110.834
2024-06-25,111.208
2024-06-26,111.138
2024-06-27,111.444
2024-06-28,111.798
2024-07-01,110.569
2024-07-02,110.885
2024-07-03,111.032
2024-07-04,110.712
2024-07-05,110.266
2024-07-08,109.979
2024-07-09,110.456
2024-07-10,110.439
2024-07-11,110.425
2024-07-12,110.686
2024-07-15,110.878
2024-07-16,110.775
2024-07-17,110.808
2024-07-18,110.675
2024-07-19,110.82
2024-07-22,111.193
2024-07-23,111.228
2024-07-24,111.368
2024-07-25,111.659
2024-07-26,112.028
2024-07-29,112.518
2024-07-30,113.044
2024-07-31,112.827
2024-08-01,113.212
2024-08-02,113.455
2024-08-05,114.608
2024-08-06,113.848
2024-08-07,113.984
2024-08-08,113.251
2024-08-09,113.017
2024-08-12,111.762
2024-08-13,112.349
2024-08-14,113.09
2024-08-15,112.7
2024-08-16,112.895
2024-08-19,113.41
2024-08-20,113.607
2024-08-21,113.198
2024-08-22,113.708
2024-08-23,113.917
2024-08-26,113.851
2024-08-27,113.211
2024-08-28,113.425
2024-08-29,113.351
2024-08-30,113.387
2024-09-02,114.039
2024-09-03,114.052
2024-09-04,114.443
2024-09-05,114.863
2024-09-06,114.947
2024-09-09,115.33
2024-09-10,115.528
2024-09-11,115.924
2024-09-12,115.973
2024-09-13,116.828
2024-09-18,118.175
2024-09-19,117.551
2024-09-20,118.537
2024-09-23,118.98
2024-09-24,117.954
2024-09-25,118.394
2024-09-26,117.404
2024-09-27,114.031
2024-09-30,113.608
2024-10-08,113.665
2024-10-09,114.651
2024-10-10,115.885
2024-10-11,115.379
2024-10-14,115.444
2024-10-15,115.284
2024-10-16,115.151
2024-10-17,115.72
2024-10-18,115.508
2024-10-21,115.549
2024-10-22,115.192
2024-10-23,114.437
2024-10-24,114.524
2024-10-25,114.202
2024-10-28,113.765
2024-10-29,114.303
2024-10-30,114.49
2024-10-31,114.604
2024-11-01,115.258
2024-11-04,115.257
2024-11-05,115.453
2024-11-06,115.669
2024-11-07,115.511
2024-11-08,115.847
2024-11-11,115.881
2024-11-12,116.526
2024-11-13,116.544
2024-11-14,116.024
2024-11-15,115.928
2024-11-18,114.959
2024-11-19,115.35
2024-11-20,115.378
2024-11-21,115.785
2024-11-22,116.085
2024-11-25,116.388
2024-11-26,116.769
2024-11-27,116.479
2024-11-28,116.842
2024-11-29,117.347
2024-12-02,118.269
2024-12-03,118.183
2024-12-04,118.891
2024-12-05,118.998
2024-12-06,118.468
2024-12-09,118.649
2024-12-10,120.871
2024-12-11,120.532
2024-12-12,121.017
2024-12-13,122.063
2024-12-16,123.334
2024-12-17,122.835
2024-12-18,122.079
2024-12-19,121.513
2024-12-20,123.107
2024-12-23,123.065
2024-12-24,122.181
2024-12-25,122.142
2024-12-26,122.061
2024-12-27,123.64
2024-12-30,123.084
2024-12-31,124.143
2025-01-02,125.903
2025-01-03,126.025
2025-01-06,126.442
2025-01-07,125.996
2025-01-08,125.779
2025-01-09,125.018
2025-01-10,124.888
2025-01-13,124.969
2025-01-14,124.466
2025-01-15,125.669
2025-01-16,125.448
2025-01-17,125.3
2025-01-20,124.718
2025-01-21,125.168
2025-01-22,125.265
2025-01-23,125.248
2025-01-24,125.33
2025-01-27,126.388
2025-02-05,126.867
2025-02-06,127.372
2025-02-07,127.16
2025-02-10,126.77
2025-02-11,127.142
2025-02-12,127.133
2025-02-13,127.324
2025-02-14,126.773
2025-02-17,126.008
2025-02-18,125.533
2025-02-19,125.939
2025-02-20,125.18
2025-02-21,124.773
2025-02-24,123.284
2025-02-25,123.911
2025-02-26,123.982
2025-02-27,123.663
2025-02-28,124.278
2025-03-03,124.785
2025-03-04,124.593
2025-03-05,124.721
2025-03-06,123.823
2025-03-07,122.585
2025-03-10,122.259
2025-03-11,121.002
2025-03-12,121.472
2025-03-13,121.394
